[[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -59.19449946497278, -0.0, -52.617332857753574, -7.105427357601002e-15, -41.436149625480944, -86.66666666666666, -34.239677744209466, -86.66666666666667, -86.60624370594161, -86.66666666666667, -86.60624370594161, -86.66666666666667, -86.60624370594161, -86.66666666666667, -86.60624370594161, -86.61417322834647, 2.4158453015843406e-13, -86.61417322834647, -65.11394941146997, -81.04778577449264, -83.41712285405728, -65.11394941146997, -81.04778577449264, -86.61417322834646, -86.3623024357523, -85.14901076884541, -86.66666666666671, -86.18832148243911, -83.3153774330245, -59.999999999999886, -59.99999999999991, -64.18984633339818, -81.04778577449264, -86.61417322834646, -65.11394941147003, -81.04778577449264, -80.44243338360985, -41.43614962548089, -41.436149625480894, -86.66666666666666, -55.45181915916935, -86.66666666666687, -80.44243338360985, -69.11568943781792, -86.66666666666688, -72.51940171493585, -72.2854071182029, -86.66666666666688, -72.51940171493585, -72.2854071182029, -86.66666666666684, -72.51940171493585, -50.64418287558776, -86.66666666666694, -63.783801803503664, -86.66666666666659, -67.26588775737409, -65.80142071249267, -62.995307492401054, -62.02797393461841, -86.66666666666694, -66.47908106601996, -62.28980917842574, -62.027973934618416, -63.673604396722816, -63.673604396722816, -59.038229434774394, -54.54728269066414, -54.547282690664204, -73.31624017562382, -86.66666666666637, -58.92923634833007, -50.27652086475619, -86.66666666666657, -58.92923634833005, -61.75263078809732, -62.26297366546151, -59.038229434774394, -54.54728269066424, -86.66666666666646, -55.90722422790291, -59.0382294347744, -53.02067964305722, -59.03822943477439, -68.62400080438387, -45.17520057495703, -53.8157297542632, -61.590712120612224, -68.62400080438387, -56.02240896358541, -62.95922179634421, -65.11317289574738, -86.66666666666671, -71.52516904583017, -86.66666666666677, -68.32456289254793, -71.52516904582994, -69.05040932812854, -61.65962848778443, -69.05040932812854, -61.65962848778449, -66.1365528300826, -67.2357640832527, -86.6666666666677, -77.69935898028838, -46.84118786662168, -62.91794560040577, -61.75765715941111, -68.01611213231959, -68.01611213231959, 351.8518518516739, 3.979039320256561e-13, -66.5824788085069, -66.97249787690261, 351.8518518517044, 3.410605131648481e-13, -66.58247880850693, 351.8518518517039, -25.51705613752182, -52.49845592776668, -65.15860241189452, -62.82051282051312, -65.15860241189452, -72.37283941889633, 1.3784529073745944e-12, -50.768029159073066, -65.41350681091177, -66.58247880850688, -54.185734125629025, -54.18573412562893, -54.18573412562876, -54.185734125628805, -86.66666666666615, -55.17408636866615, -57.49547196832507, -54.18573412562877, -54.18573412562878, -86.666666666666, -55.17408636866618, -57.495471968325134, -65.73079284827446, 2.2495783014164772e-11, -61.33955721748901, -65.7307928482744, -62.949640287769924, -61.659628487784765, -62.46924776413166, -65.7307928482745, -39.73620502546245, -62.65448747206642, -64.40621729920112, -86.66666666665144, -62.92879110480233, -64.57507705856436], [0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 6, 0, 5, 7, 5, 6, 5, 6, 5, 6, 5, 6, 5, 6, 9, 7, 9, 4, 6, 9, 4, 7, 8, 5, 6, 5, 5, 5, 5, 4, 4, 7, 9, 4, 3, 2, 1, 4, 2, 6, 4, 2, 8, 3, 2, 8, 3, 2, 9, 2, 9, 9, 8, 12, 9, 8, 3, 3, 9, 8, 6, 3, 3, 2, 5, 6, 6, 4, 4, 6, 1, 6, 2, 2, 2, 5, 6, 4, 4, 4, 7, 1, 7, 7, 0, 1, 6, 8, 1, 1, 7, 5, 7, 4, 4, 3, 7, 3, 7, 2, 2, 7, 5, 7, 4, 4, 2, 2, 27, 4, 2, 4, 27, 4, 2, 27, 3, 8, 2, 1, 1, 6, 11, 2, 1, 1, 5, 1, 2, 1, 4, 2, 2, 3, 1, 3, 1, 1, 2, 16, 1, 4, 1, 0, 0, 3, 16, 0, 1, 7, 0, 0], [1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 4, 0, 3, 0, 2, 0, 1, 0, 1, 0, 3, 0, 5, 3, 2, 4, 2, 1, 3, 9, 0, 3, 3, 2, 2, 2, 1, 1, 3, 0, 0, 1, 1, 1, 2, 1, 0, 1, 1, 0, 1, 1, 0, 1, 1, 0, 7, 1, 4, 1, 2, 2, 2, 3, 1, 2, 2, 2, 1, 1, 4, 5, 4, 5, 0, 4, 3, 0, 4, 3, 3, 3, 5, 0, 4, 3, 3, 3, 2, 10, 2, 2, 2, 1, 2, 1, 0, 5, 0, 1, 5, 0, 7, 0, 6, 4, 2, 0, 3, 5, 4, 2, 1, 0, 5, 3, 1, 0, 6, 3, 0, 5, 13, 7, 1, 3, 1, 1, 12, 4, 1, 0, 1, 1, 1, 1, 0, 3, 2, 3, 3, 0, 3, 2, 0, 6, 2, 0, 1, 4, 3, 0, 6, 2, 1, 0, 1, 0], 0.03681970000000001]
         520735 function calls (512189 primitive calls) in 0.565 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 ElementTree.py:525(ElementTree)
        1    0.000    0.000    0.000    0.000 GimpGradientFile.py:104(GimpGradientFile)
        1    0.000    0.000    0.000    0.000 GimpGradientFile.py:16(<module>)
        1    0.000    0.000    0.000    0.000 GimpGradientFile.py:66(GradientFile)
        1    0.000    0.000    0.000    0.000 GimpPaletteFile.py:17(<module>)
        1    0.000    0.000    0.000    0.000 GimpPaletteFile.py:22(GimpPaletteFile)
        1    0.000    0.000    0.000    0.000 Image.py:2549(ImagePointHandler)
        1    0.000    0.000    0.000    0.000 Image.py:2558(ImageTransformHandler)
        1    0.000    0.000    0.010    0.010 Image.py:27(<module>)
        1    0.000    0.000    0.000    0.000 Image.py:3066(register_open)
        1    0.000    0.000    0.000    0.000 Image.py:3081(register_mime)
        1    0.000    0.000    0.000    0.000 Image.py:3092(register_save)
        1    0.000    0.000    0.000    0.000 Image.py:3103(register_save_all)
        2    0.000    0.000    0.000    0.000 Image.py:3115(register_extension)
        1    0.000    0.000    0.000    0.000 Image.py:3126(register_extensions)
        1    0.000    0.000    0.000    0.000 Image.py:3249(_apply_env_variables)
        1    0.000    0.000    0.000    0.000 Image.py:3285(Exif)
        1    0.000    0.000    0.000    0.000 Image.py:473(_E)
        1    0.000    0.000    0.000    0.000 Image.py:514(Image)
        1    0.000    0.000    0.000    0.000 Image.py:76(DecompressionBombWarning)
        1    0.000    0.000    0.000    0.000 Image.py:80(DecompressionBombError)
        1    0.000    0.000    0.000    0.000 ImageChops.py:18(<module>)
        1    0.000    0.000    0.000    0.000 ImageColor.py:20(<module>)
        1    0.000    0.000    0.000    0.000 ImageFile.py:30(<module>)
        1    0.000    0.000    0.000    0.000 ImageFile.py:323(StubImageFile)
        1    0.000    0.000    0.000    0.000 ImageFile.py:349(Parser)
        1    0.000    0.000    0.000    0.000 ImageFile.py:574(PyCodecState)
        1    0.000    0.000    0.000    0.000 ImageFile.py:585(PyDecoder)
        1    0.000    0.000    0.000    0.000 ImageFile.py:89(ImageFile)
        1    0.000    0.000    0.000    0.000 ImageMode.py:17(<module>)
        1    0.000    0.000    0.000    0.000 ImageMode.py:20(ModeDescriptor)
        1    0.000    0.000    0.002    0.002 ImagePalette.py:19(<module>)
        1    0.000    0.000    0.000    0.000 ImagePalette.py:24(ImagePalette)
        1    0.000    0.000    0.000    0.000 ImageSequence.py:19(<module>)
        1    0.000    0.000    0.000    0.000 ImageSequence.py:19(Iterator)
        1    0.000    0.000    0.000    0.000 PaletteFile.py:16(<module>)
        1    0.000    0.000    0.000    0.000 PaletteFile.py:19(PaletteFile)
        1    0.000    0.000    0.000    0.000 PngImagePlugin.py:1022(_idat)
        1    0.000    0.000    0.000    0.000 PngImagePlugin.py:1033(_fdat)
        1    0.000    0.000    0.000    0.000 PngImagePlugin.py:145(ChunkStream)
        1    0.000    0.000    0.000    0.000 PngImagePlugin.py:237(iTXt)
        1    0.000    0.000    0.000    0.000 PngImagePlugin.py:259(PngInfo)
        1    0.000    0.000    0.005    0.005 PngImagePlugin.py:34(<module>)
        1    0.000    0.000    0.000    0.000 PngImagePlugin.py:343(PngStream)
        1    0.000    0.000    0.000    0.000 PngImagePlugin.py:668(PngImageFile)
        1    0.000    0.000    0.000    0.000 TiffTags.py:20(<module>)
        1    0.000    0.000    0.000    0.000 TiffTags.py:23(TagInfo)
      104    0.000    0.000    0.000    0.000 TiffTags.py:26(__new__)
        1    0.000    0.000    0.000    0.000 TiffTags.py:360(_populate)
        1    0.000    0.000    0.000    0.000 __config__.py:3(<module>)
        1    0.000    0.000    0.000    0.000 __future__.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __future__.py:81(_Feature)
       10    0.000    0.000    0.000    0.000 __future__.py:83(__init__)
       27    0.001    0.000    0.633    0.023 __init__.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:10(__init__)
        2    0.000    0.000    0.000    0.000 __init__.py:102(CFunctionType)
        1    0.000    0.000    0.000    0.000 __init__.py:1036(StreamHandler)
        1    0.000    0.000    0.000    0.000 __init__.py:104(CallbackRegistry)
       10    0.000    0.000    0.036    0.004 __init__.py:109(import_module)
        1    0.000    0.000    0.000    0.000 __init__.py:11(DeprecatedTzFormatWarning)
        1    0.000    0.000    0.000    0.000 __init__.py:1119(FileHandler)
        1    0.000    0.000    0.000    0.000 __init__.py:1190(_StderrHandler)
        1    0.000    0.000    0.000    0.000 __init__.py:1196(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:1207(is_interactive)
        1    0.000    0.000    0.000    0.000 __init__.py:1214(PlaceHolder)
        5    0.000    0.000    0.000    0.000 __init__.py:1220(__init__)
        3    0.000    0.000    0.000    0.000 __init__.py:1226(append)
        1    0.000    0.000    0.000    0.000 __init__.py:1239(<dictcomp>)
        1    0.000    0.000    0.000    0.000 __init__.py:1256(Manager)
        1    0.000    0.000    0.000    0.000 __init__.py:1261(__init__)
        3    0.000    0.000    0.000    0.000 __init__.py:1272(disable)
        1    0.000    0.000    0.000    0.000 __init__.py:1276(disable)
       33    0.000    0.000    0.001    0.000 __init__.py:1280(getLogger)
       19    0.000    0.000    0.000    0.000 __init__.py:1281(_to_unmasked_float_array)
        1    0.000    0.000    0.000    0.000 __init__.py:13(register)
       33    0.000    0.000    0.000    0.000 __init__.py:1331(_fixupParents)
       36    0.000    0.000    0.005    0.000 __init__.py:1338(_add_data_doc)
        1    0.000    0.000    0.000    0.000 __init__.py:134(UnidentifiedImageError)
        1    0.000    0.000    0.000    0.000 __init__.py:1355(_fixupChildren)
       70    0.001    0.000    0.009    0.000 __init__.py:1373(_preprocess_data)
        1    0.000    0.000    0.000    0.000 __init__.py:1385(Logger)
       34    0.000    0.000    0.000    0.000 __init__.py:1400(__init__)
       14    0.000    0.000    0.000    0.000 __init__.py:142(_check_size)
       11    0.000    0.000    0.000    0.000 __init__.py:1420(debug)
        1    0.000    0.000    0.000    0.000 __init__.py:147(EventType)
        1    0.000    0.000    0.000    0.000 __init__.py:154(py_object)
        1    0.000    0.000    0.005    0.005 __init__.py:155(_check_versions)
        1    0.000    0.000    0.000    0.000 __init__.py:163(c_short)
        1    0.000    0.000    0.000    0.000 __init__.py:167(c_ushort)
        3    0.000    0.000    0.000    0.000 __init__.py:1671(getEffectiveLevel)
       11    0.000    0.000    0.000    0.000 __init__.py:1685(isEnabledFor)
        1    0.000    0.000    0.005    0.005 __init__.py:17(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:171(c_long)
        1    0.000    0.000    0.000    0.000 __init__.py:1739(RootLogger)
        1    0.000    0.000    0.000    0.000 __init__.py:1745(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:175(c_ulong)
        1    0.000    0.000    0.000    0.000 __init__.py:1756(LoggerAdapter)
       29    0.000    0.000    0.000    0.000 __init__.py:1830(_str_equal)
       12    0.000    0.000    0.001    0.000 __init__.py:1852(_define_aliases)
       82    0.000    0.000    0.001    0.000 __init__.py:1873(make_alias)
        1    0.000    0.000    0.000    0.000 __init__.py:1877(CallWrapper)
        1    0.000    0.000    0.000    0.000 __init__.py:189(<dictcomp>)
       36    0.000    0.000    0.000    0.000 __init__.py:189(_checkLevel)
       12    0.000    0.000    0.000    0.000 __init__.py:1893(get_aliased_and_aliases)
       56    0.000    0.000    0.000    0.000 __init__.py:1894(<genexpr>)
        1    0.000    0.000    0.000    0.000 __init__.py:1899(XView)
        1    0.000    0.000    0.000    0.000 __init__.py:191(Event)
        1    0.000    0.000    0.000    0.000 __init__.py:192(c_float)
        1    0.000    0.000    0.000    0.000 __init__.py:1920(YView)
        1    0.000    0.000    0.000    0.000 __init__.py:1941(Wm)
        1    0.000    0.000    0.000    0.000 __init__.py:196(c_double)
        3    0.000    0.000    0.016    0.005 __init__.py:2(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:200(c_longdouble)
       33    0.000    0.000    0.001    0.000 __init__.py:2030(getLogger)
       14    0.000    0.000    0.001    0.000 __init__.py:2089(_warn_external)
        1    0.000    0.000    0.000    0.000 __init__.py:21(__deprecated_private_func)
        1    0.000    0.000    0.000    0.000 __init__.py:210(c_longlong)
        1    0.000    0.000    0.000    0.000 __init__.py:2111(_OrderedSet)
       37    0.000    0.000    0.000    0.000 __init__.py:214(_acquireLock)
        1    0.000    0.000    0.000    0.000 __init__.py:214(c_ulonglong)
        1    0.000    0.000    0.000    0.000 __init__.py:2158(NullHandler)
       10    0.000    0.000    0.000    0.000 __init__.py:216(_logged_cached)
        1    0.000    0.000    0.000    0.000 __init__.py:221(c_ubyte)
       37    0.000    0.000    0.000    0.000 __init__.py:223(_releaseLock)
        1    0.000    0.000    0.000    0.000 __init__.py:2245(Tk)
       20    0.000    0.000    0.000    0.000 __init__.py:2254(_check_in_list)
       19    0.000    0.000    0.000    0.000 __init__.py:2271(_check_shape)
        1    0.000    0.000    0.000    0.000 __init__.py:228(c_byte)
       57    0.000    0.000    0.000    0.000 __init__.py:2291(<genexpr>)
        1    0.000    0.000    0.000    0.000 __init__.py:23(get_projection_names)
        1    0.000    0.000    0.000    0.000 __init__.py:233(c_char)
        1    0.000    0.000    0.000    0.000 __init__.py:2332(_classproperty)
        1    0.000    0.000    0.000    0.000 __init__.py:234(_register_at_fork_reinit_lock)
        1    0.000    0.000    0.000    0.000 __init__.py:234(silent_list)
        1    0.000    0.000    0.000    0.000 __init__.py:2349(__init__)
  108/107    0.000    0.000    0.001    0.000 __init__.py:235(wrapper)
        5    0.000    0.000    0.000    0.000 __init__.py:2356(_backend_module_name)
        1    0.000    0.000    0.000    0.000 __init__.py:2375(Pack)
        1    0.000    0.000    0.000    0.000 __init__.py:238(c_char_p)
        1    0.000    0.000    0.000    0.000 __init__.py:2421(Place)
        1    0.000    0.000    0.000    0.000 __init__.py:244(c_void_p)
        1    0.000    0.000    0.000    0.000 __init__.py:246(<dictcomp>)
        1    0.000    0.000    0.000    0.000 __init__.py:2472(Grid)
        1    0.000    0.000    0.000    0.000 __init__.py:249(c_bool)
        1    0.000    0.000    0.000    0.000 __init__.py:250(ExecutableNotFoundError)
        1    0.000    0.000    0.000    0.000 __init__.py:2527(BaseWidget)
        1    0.000    0.000    0.000    0.000 __init__.py:254(c_wchar_p)
        1    0.000    0.000    0.000    0.000 __init__.py:259(c_wchar)
        1    0.000    0.000    0.000    0.000 __init__.py:2590(Widget)
        1    0.000    0.000    0.000    0.000 __init__.py:2598(Toplevel)
        1    0.000    0.000    0.000    0.000 __init__.py:260(IgnoredKeywordWarning)
        1    0.000    0.000    0.000    0.000 __init__.py:262(_reset_cache)
        1    0.000    0.000    0.000    0.000 __init__.py:2628(Button)
        1    0.000    0.000    0.000    0.000 __init__.py:266(LogRecord)
        1    0.000    0.000    0.000    0.000 __init__.py:2675(Canvas)
        1    0.000    0.000    0.008    0.008 __init__.py:274(load)
        1    0.000    0.000    0.000    0.000 __init__.py:2985(Checkbutton)
        2    0.000    0.000    0.007    0.004 __init__.py:299(loads)
        1    0.000    0.000    0.000    0.000 __init__.py:3021(Entry)
        1    0.000    0.000    0.000    0.000 __init__.py:3107(Frame)
        1    0.000    0.000    0.000    0.000 __init__.py:3127(Label)
        1    0.000    0.000    0.000    0.000 __init__.py:3151(Listbox)
        1    0.000    0.000    0.000    0.000 __init__.py:319(CDLL)
        1    0.000    0.000    0.000    0.000 __init__.py:320(Variable)
        1    0.000    0.000    0.000    0.000 __init__.py:3267(Menu)
        1    0.000    0.000    0.000    0.000 __init__.py:327(_sanity_check)
        1    0.000    0.000    0.000    0.000 __init__.py:3397(Menubutton)
        3    0.000    0.000    0.001    0.000 __init__.py:340(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:3404(Message)
        1    0.000    0.000    0.000    0.000 __init__.py:3411(Radiobutton)
        1    0.000    0.000    0.000    0.000 __init__.py:3444(Scale)
       20    0.001    0.000    0.002    0.000 __init__.py:345(namedtuple)
        1    0.000    0.000    0.000    0.000 __init__.py:3483(Scrollbar)
        1    0.000    0.000    0.000    0.000 __init__.py:3533(Text)
        3    0.000    0.000    0.000    0.000 __init__.py:36(__deprecate_private_class)
        3    0.000    0.000    0.000    0.000 __init__.py:368(_FuncPtr)
       12    0.000    0.000    0.000    0.000 __init__.py:38(__getattr__)
        1    0.000    0.000    0.000    0.000 __init__.py:384(__getattr__)
        3    0.000    0.000    0.000    0.000 __init__.py:39(_get_running_interactive_framework)
        1    0.000    0.000    0.000    0.000 __init__.py:391(__getitem__)
        1    0.000    0.000    0.000    0.000 __init__.py:3937(_setit)
        1    0.000    0.000    0.000    0.000 __init__.py:3951(OptionMenu)
        1    0.000    0.000    0.000    0.000 __init__.py:397(PyDLL)
        1    0.000    0.000    0.000    0.000 __init__.py:3990(Image)
        1    0.000    0.000    0.000    0.000 __init__.py:4056(PhotoImage)
        1    0.000    0.000    0.000    0.000 __init__.py:406(WinDLL)
        1    0.000    0.000    0.001    0.001 __init__.py:407(PercentStyle)
        1    0.000    0.000    0.000    0.000 __init__.py:414(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:4140(BitmapImage)
        1    0.000    0.000    0.000    0.000 __init__.py:415(HRESULT)
        1    0.000    0.000    0.000    0.000 __init__.py:4160(Spinbox)
      104    0.000    0.000    0.000    0.000 __init__.py:419(<genexpr>)
        1    0.000    0.000    0.000    0.000 __init__.py:420(validate)
        1    0.000    0.000    0.000    0.000 __init__.py:428(OleDLL)
        3    0.000    0.000    0.000    0.000 __init__.py:43(private_class)
        1    0.000    0.000    0.000    0.000 __init__.py:4338(LabelFrame)
        1    0.000    0.000    0.001    0.001 __init__.py:435(StrFormatStyle)
        1    0.000    0.000    0.000    0.000 __init__.py:4362(PanedWindow)
        1    0.000    0.000    0.000    0.000 __init__.py:437(LibraryLoader)
        1    0.000    0.000    0.000    0.000 __init__.py:437(_get_xdg_config_dir)
        4    0.000    0.000    0.000    0.000 __init__.py:438(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:441(__getattr__)
        1    0.000    0.000    0.000    0.000 __init__.py:447(_get_xdg_cache_dir)
        2    0.000    0.000    0.001    0.000 __init__.py:456(_get_config_or_cache_dir)
        1    0.000    0.000    0.000    0.000 __init__.py:4577(<listcomp>)
        8    0.000    0.000    0.000    0.000 __init__.py:460(_asdict)
        1    0.000    0.000    0.000    0.000 __init__.py:465(StringTemplateStyle)
        2    0.000    0.000    0.000    0.000 __init__.py:474(_get_data_path)
        1    0.000    0.000    0.000    0.000 __init__.py:486(get_configdir)
        3    0.000    0.000    0.000    0.000 __init__.py:501(PYFUNCTYPE)
        1    0.000    0.000    0.000    0.000 __init__.py:501(StringVar)
        3    0.000    0.000    0.000    0.000 __init__.py:502(CFunctionType)
        1    0.000    0.000    0.000    0.000 __init__.py:504(Formatter)
        1    0.000    0.000    0.000    0.000 __init__.py:505(get_cachedir)
        1    0.000    0.000    0.000    0.000 __init__.py:516(get_data_path)
        1    0.000    0.000    0.000    0.000 __init__.py:522(maxdict)
        1    0.000    0.000    0.000    0.000 __init__.py:525(IntVar)
        1    0.000    0.000    0.000    0.000 __init__.py:531(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:537(_get_data_path)
        1    0.000    0.000    0.000    0.000 __init__.py:545(Stack)
        1    0.000    0.000    0.000    0.000 __init__.py:549(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:550(DoubleVar)
        1    0.000    0.000    0.001    0.001 __init__.py:569(matplotlib_fname)
        1    0.000    0.000    0.000    0.000 __init__.py:571(BooleanVar)
        4    0.000    0.000    0.000    0.000 __init__.py:590(gen_candidates)
        1    0.000    0.000    0.000    0.000 __init__.py:621(Misc)
        1    0.000    0.000    0.000    0.000 __init__.py:637(RcParams)
       30    0.000    0.000    0.002    0.000 __init__.py:652(__init__)
     1241    0.001    0.000    0.013    0.000 __init__.py:655(__setitem__)
        1    0.000    0.000    0.000    0.000 __init__.py:683(BufferingFormatter)
      376    0.000    0.000    0.034    0.000 __init__.py:686(__getitem__)
        1    0.000    0.000    0.000    0.000 __init__.py:7(ProjectionRegistry)
      307    0.000    0.000    0.000    0.000 __init__.py:722(__iter__)
        1    0.000    0.000    0.000    0.000 __init__.py:725(Filter)
        1    0.000    0.000    0.000    0.000 __init__.py:746(copy)
        1    0.000    0.000    0.000    0.000 __init__.py:747(<dictcomp>)
        1    0.000    0.000    0.000    0.000 __init__.py:758(is_url)
        2    0.000    0.000    0.000    0.000 __init__.py:76(CFUNCTYPE)
        1    0.000    0.000    0.000    0.000 __init__.py:762(Filterer)
        1    0.000    0.000    0.000    0.000 __init__.py:764(Grouper)
       35    0.000    0.000    0.000    0.000 __init__.py:767(__init__)
       56    0.000    0.000    0.004    0.000 __init__.py:774(_open_file_or_url)
     1790    0.000    0.000    0.000    0.000 __init__.py:794(<lambda>)
       28    0.005    0.000    0.022    0.001 __init__.py:794(_rc_params_in_file)
        4    0.000    0.000    0.000    0.000 __init__.py:798(__init__)
        4    0.000    0.000    0.000    0.000 __init__.py:799(<dictcomp>)
        1    0.000    0.000    0.000    0.000 __init__.py:834(_addHandlerRef)
        1    0.000    0.000    0.000    0.000 __init__.py:844(Handler)
        1    0.000    0.000    0.000    0.000 __init__.py:853(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:86(_StrongRef)
       26    0.000    0.000    0.016    0.001 __init__.py:868(rc_params_from_file)
        1    0.000    0.000    0.000    0.000 __init__.py:882(createLock)
      757    0.000    0.000    0.000    0.000 __init__.py:916(<lambda>)
        1    0.000    0.000    0.000    0.000 __init__.py:926(<dictcomp>)
        1    0.000    0.000    0.003    0.003 _add_newdocs.py:1(<module>)
       52    0.000    0.000    0.000    0.000 _add_newdocs.py:5984(refer_to_array_attribute)
        1    0.000    0.000    0.000    0.000 _add_newdocs_scalars.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _add_newdocs_scalars.py:16(numeric_type_aliases)
       16    0.000    0.000    0.000    0.000 _add_newdocs_scalars.py:17(type_aliases_gen)
       24    0.000    0.000    0.000    0.000 _add_newdocs_scalars.py:52(add_newdoc_for_scalar_type)
       34    0.000    0.000    0.000    0.000 _add_newdocs_scalars.py:58(<genexpr>)
       39    0.000    0.000    0.000    0.000 _add_newdocs_scalars.py:59(<genexpr>)
        1    0.000    0.000    0.000    0.000 _animation_data.py:2(<module>)
        1    0.000    0.000    0.001    0.001 _asarray.py:1(<module>)
     2328    0.001    0.000    0.001    0.000 _asarray.py:110(asanyarray)
      424    0.000    0.000    0.000    0.000 _asarray.py:23(asarray)
        1    0.000    0.000    0.065    0.065 _axes.py:1(<module>)
        1    0.000    0.000    0.012    0.012 _axes.py:71(Axes)
        1    0.000    0.000    0.020    0.020 _backend_tk.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _backend_tk.py:110(FigureCanvasTk)
        1    0.000    0.000    0.000    0.000 _backend_tk.py:393(FigureManagerTk)
        1    0.000    0.000    0.000    0.000 _backend_tk.py:484(NavigationToolbar2Tk)
        1    0.000    0.000    0.000    0.000 _backend_tk.py:673(ToolTip)
        1    0.000    0.000    0.000    0.000 _backend_tk.py:723(RubberbandTk)
        1    0.000    0.000    0.000    0.000 _backend_tk.py:739(SetCursorTk)
        1    0.000    0.000    0.000    0.000 _backend_tk.py:745(ToolbarTk)
        1    0.000    0.000    0.000    0.000 _backend_tk.py:806(StatusbarTk)
        1    0.000    0.000    0.000    0.000 _backend_tk.py:81(TimerTk)
        1    0.000    0.000    0.000    0.000 _backend_tk.py:824(SaveFigureTk)
        1    0.000    0.000    0.000    0.000 _backend_tk.py:830(ConfigureSubplotsTk)
        1    0.000    0.000    0.000    0.000 _backend_tk.py:859(HelpTk)
        1    0.000    0.000    0.000    0.000 _backend_tk.py:875(_BackendTk)
        1    0.000    0.000    0.009    0.009 _base.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _base.py:174(_process_plot_var_args)
        1    0.000    0.000    0.000    0.000 _base.py:33(_axis_method_wrapper)
        1    0.000    0.000    0.000    0.000 _base.py:422(_AxesBase)
       31    0.000    0.000    0.000    0.000 _base.py:51(__init__)
       31    0.000    0.000    0.001    0.000 _base.py:56(__set_name__)
        1    0.000    0.000    0.000    0.000 _binary.py:15(<module>)
       32    0.000    0.000    0.000    0.000 _bootlocale.py:11(getpreferredencoding)
        1    0.000    0.000    0.000    0.000 _cm.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _cm.py:158(<dictcomp>)
        1    0.000    0.000    0.000    0.000 _cm.py:66(cubehelix)
        1    0.000    0.000    0.000    0.000 _cm_listed.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _cm_listed.py:2061(<dictcomp>)
        1    0.000    0.000    0.000    0.000 _collections_abc.py:262(__subclasshook__)
        1    0.000    0.000    0.000    0.000 _collections_abc.py:362(__subclasshook__)
        1    0.000    0.000    0.000    0.000 _collections_abc.py:381(__subclasshook__)
       17    0.000    0.000    0.000    0.000 _collections_abc.py:409(__subclasshook__)
        9    0.000    0.000    0.000    0.000 _collections_abc.py:759(get)
       15    0.000    0.000    0.000    0.000 _collections_abc.py:766(__contains__)
        1    0.000    0.000    0.000    0.000 _collections_abc.py:774(keys)
        5    0.000    0.000    0.000    0.000 _collections_abc.py:78(_check_methods)
        1    0.000    0.000    0.000    0.000 _collections_abc.py:801(__init__)
        1    0.000    0.000    0.000    0.000 _collections_abc.py:824(__iter__)
       30    0.000    0.000    0.002    0.000 _collections_abc.py:932(update)
        1    0.000    0.000    0.000    0.000 _color_data.py:1(<module>)
       11    0.000    0.000    0.000    0.000 _color_data.py:31(<genexpr>)
        1    0.000    0.000    0.000    0.000 _color_data.py:995(<dictcomp>)
        2    0.000    0.000    0.000    0.000 _common.py:1(<module>)
        6    0.000    0.000    0.000    0.000 _common.py:13(tzname_in_python2)
        3    0.000    0.000    0.000    0.000 _common.py:132(_validate_fromutc_inputs)
        1    0.000    0.000    0.000    0.000 _common.py:149(_tzinfo)
        1    0.000    0.000    0.000    0.000 _common.py:267(tzrangebase)
        1    0.000    0.000    0.000    0.000 _common.py:6(weekday)
       14    0.000    0.000    0.000    0.000 _common.py:9(__init__)
       43    0.000    0.000    0.000    0.000 _compat_pickle.py:165(<genexpr>)
       86    0.000    0.000    0.000    0.000 _compat_pickle.py:167(<genexpr>)
        1    0.000    0.000    0.000    0.000 _compat_pickle.py:9(<module>)
        1    0.000    0.000    0.000    0.000 _compression.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _compression.py:33(DecompressReader)
        1    0.000    0.000    0.000    0.000 _compression.py:9(BaseStream)
        1    0.000    0.000    0.000    0.000 _constrained_layout.py:1(<module>)
        1    0.000    0.000    0.006    0.006 _datasource.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _datasource.py:100(__init__)
       18    0.000    0.000    0.000    0.000 _datasource.py:104(_load)
