[[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -59.19449946497278, -0.0, -52.617332857753574, -7.105427357601002e-15, -41.436149625480944, -86.66666666666666, -34.239677744209466, -86.66666666666667, -86.60624370594161, -86.66666666666667, -86.60624370594161, -86.66666666666667, -86.60624370594161, -86.66666666666667, -86.60624370594161, -86.61417322834647, 2.4158453015843406e-13, -86.61417322834647, -65.11394941146997, -81.04778577449264, -83.41712285405728, -65.11394941146997, -81.04778577449264, -86.61417322834646, -86.3623024357523, -85.14901076884541, -86.66666666666671, -86.18832148243911, -83.3153774330245, -59.999999999999886, -59.99999999999991, -64.18984633339818, -81.04778577449264, -86.61417322834646, -65.11394941147003, -81.04778577449264, -80.44243338360985, -41.43614962548089, -41.436149625480894, -86.66666666666666, -55.45181915916935, -86.66666666666687, -80.44243338360985, -69.11568943781792, -86.66666666666688, -72.51940171493585, -72.2854071182029, -86.66666666666688, -72.51940171493585, -72.2854071182029, -86.66666666666684, -72.51940171493585, -50.64418287558776, -86.66666666666694, -63.783801803503664, -86.66666666666659, -67.26588775737409, -65.80142071249267, -62.995307492401054, -62.02797393461841, -86.66666666666694, -66.47908106601996, -62.28980917842574, -62.027973934618416, -63.673604396722816, -63.673604396722816, -59.038229434774394, -54.54728269066414, -54.547282690664204, -73.31624017562382, -86.66666666666637, -58.92923634833007, -50.27652086475619, -86.66666666666657, -58.92923634833005, -61.75263078809732, -62.26297366546151, -59.038229434774394, -54.54728269066424, -86.66666666666646, -55.90722422790291, -59.0382294347744, -53.02067964305722, -59.03822943477439, -68.62400080438387, -45.17520057495703, -53.8157297542632, -61.590712120612224, -68.62400080438387, -56.02240896358541, -62.95922179634421, -65.11317289574738, -86.66666666666671, -71.52516904583017, -86.66666666666677, -68.32456289254793, -71.52516904582994, -69.05040932812854, -61.65962848778443, -69.05040932812854, -61.65962848778449, -66.1365528300826, -67.2357640832527, -86.6666666666677, -77.69935898028838, -46.84118786662168, -62.91794560040577, -61.75765715941111, -68.01611213231959, -68.01611213231959, 351.8518518516739, 3.979039320256561e-13, -66.5824788085069, -66.97249787690261, 351.8518518517044, 3.410605131648481e-13, -66.58247880850693, 351.8518518517039, -25.51705613752182, -52.49845592776668, -65.15860241189452, -62.82051282051312, -65.15860241189452, -72.37283941889633, 1.3784529073745944e-12, -50.768029159073066, -65.41350681091177, -66.58247880850688, -54.185734125629025, -54.18573412562893, -54.18573412562876, -54.185734125628805, -86.66666666666615, -55.17408636866615, -57.49547196832507, -54.18573412562877, -54.18573412562878, -86.666666666666, -55.17408636866618, -57.495471968325134, -65.73079284827446, 2.2495783014164772e-11, -61.33955721748901, -65.7307928482744, -62.949640287769924, -61.659628487784765, -62.46924776413166, -65.7307928482745, -39.73620502546245, -62.65448747206642, -64.40621729920112, -86.66666666665144, -62.92879110480233, -64.57507705856436], [0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 6, 0, 5, 7, 5, 6, 5, 6, 5, 6, 5, 6, 5, 6, 9, 7, 9, 4, 6, 9, 4, 7, 8, 5, 6, 5, 5, 5, 5, 4, 4, 7, 9, 4, 3, 2, 1, 4, 2, 6, 4, 2, 8, 3, 2, 8, 3, 2, 9, 2, 9, 9, 8, 12, 9, 8, 3, 3, 9, 8, 6, 3, 3, 2, 5, 6, 6, 4, 4, 6, 1, 6, 2, 2, 2, 5, 6, 4, 4, 4, 7, 1, 7, 7, 0, 1, 6, 8, 1, 1, 7, 5, 7, 4, 4, 3, 7, 3, 7, 2, 2, 7, 5, 7, 4, 4, 2, 2, 27, 4, 2, 4, 27, 4, 2, 27, 3, 8, 2, 1, 1, 6, 11, 2, 1, 1, 5, 1, 2, 1, 4, 2, 2, 3, 1, 3, 1, 1, 2, 16, 1, 4, 1, 0, 0, 3, 16, 0, 1, 7, 0, 0], [1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 4, 0, 3, 0, 2, 0, 1, 0, 1, 0, 3, 0, 5, 3, 2, 4, 2, 1, 3, 9, 0, 3, 3, 2, 2, 2, 1, 1, 3, 0, 0, 1, 1, 1, 2, 1, 0, 1, 1, 0, 1, 1, 0, 1, 1, 0, 7, 1, 4, 1, 2, 2, 2, 3, 1, 2, 2, 2, 1, 1, 4, 5, 4, 5, 0, 4, 3, 0, 4, 3, 3, 3, 5, 0, 4, 3, 3, 3, 2, 10, 2, 2, 2, 1, 2, 1, 0, 5, 0, 1, 5, 0, 7, 0, 6, 4, 2, 0, 3, 5, 4, 2, 1, 0, 5, 3, 1, 0, 6, 3, 0, 5, 13, 7, 1, 3, 1, 1, 12, 4, 1, 0, 1, 1, 1, 1, 0, 3, 2, 3, 3, 0, 3, 2, 0, 6, 2, 0, 1, 4, 3, 0, 6, 2, 1, 0, 1, 0], 0.03681970000000001]
         520735 function calls (512189 primitive calls) in 0.565 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
  724/690    0.003    0.000    0.018    0.000 inspect.py:2244(_signature_from_callable)
      103    0.000    0.000    0.000    0.000 inspect.py:2272(<lambda>)
     2061    0.003    0.000    0.005    0.000 inspect.py:2515(__init__)
     3246    0.000    0.000    0.000    0.000 inspect.py:2565(name)
      518    0.000    0.000    0.000    0.000 inspect.py:2569(default)
     1884    0.000    0.000    0.000    0.000 inspect.py:2577(kind)
       55    0.000    0.000    0.000    0.000 inspect.py:2581(replace)
       64    0.000    0.000    0.000    0.000 inspect.py:2599(__str__)
      759    0.002    0.000    0.003    0.000 inspect.py:2798(__init__)
     2631    0.001    0.000    0.001    0.000 inspect.py:2847(<genexpr>)
       28    0.000    0.000    0.000    0.000 inspect.py:286(isbuiltin)
      690    0.000    0.000    0.018    0.000 inspect.py:2876(from_callable)
      825    0.000    0.000    0.000    0.000 inspect.py:2882(parameters)
       28    0.000    0.000    0.000    0.000 inspect.py:2886(return_annotation)
       98    0.000    0.000    0.001    0.000 inspect.py:2890(replace)
       28    0.000    0.000    0.000    0.000 inspect.py:3082(__str__)
      690    0.000    0.000    0.019    0.000 inspect.py:3128(signature)
      718    0.001    0.000    0.002    0.000 inspect.py:494(unwrap)
      806    0.000    0.000    0.001    0.000 inspect.py:514(_is_wrapper)
      107    0.000    0.000    0.000    0.000 inspect.py:535(_findclass)
      107    0.001    0.000    0.002    0.000 inspect.py:545(_finddoc)
     2387    0.002    0.000    0.040    0.000 inspect.py:607(getdoc)
     2696    0.025    0.000    0.044    0.000 inspect.py:626(cleandoc)
      143    0.000    0.000    0.000    0.000 inspect.py:64(ismodule)
      143    0.000    0.000    0.000    0.000 inspect.py:727(getmodule)
      269    0.000    0.000    0.000    0.000 inspect.py:73(isclass)
      107    0.000    0.000    0.000    0.000 inspect.py:81(ismethod)
       28    0.000    0.000    0.000    0.000 inspect.py:91(ismethoddescriptor)
        1    0.000    0.000    0.000    0.000 isoparser.py:2(<module>)
        4    0.000    0.000    0.000    0.000 isoparser.py:22(_takes_ascii)
        1    0.000    0.000    0.000    0.000 isoparser.py:42(isoparser)
        1    0.000    0.000    0.000    0.000 isoparser.py:43(__init__)
        1    0.000    0.000    0.000    0.000 laguerre.py:1(<module>)
        1    0.000    0.000    0.000    0.000 laguerre.py:1605(Laguerre)
        1    0.000    0.000    0.003    0.003 legend.py:1(<module>)
        1    0.000    0.000    0.000    0.000 legend.py:269(Legend)
        1    0.000    0.000    0.000    0.000 legend.py:50(DraggableLegend)
        1    0.000    0.000    0.000    0.000 legend_handler.py:1(<module>)
        1    0.000    0.000    0.000    0.000 legend_handler.py:132(HandlerNpoints)
        7    0.000    0.000    0.000    0.000 legend_handler.py:136(__init__)
        1    0.000    0.000    0.000    0.000 legend_handler.py:176(HandlerNpointsYoffsets)
        4    0.000    0.000    0.000    0.000 legend_handler.py:181(__init__)
        1    0.000    0.000    0.000    0.000 legend_handler.py:208(HandlerLine2D)
        3    0.000    0.000    0.000    0.000 legend_handler.py:212(__init__)
        1    0.000    0.000    0.000    0.000 legend_handler.py:260(HandlerPatch)
        2    0.000    0.000    0.000    0.000 legend_handler.py:264(__init__)
        1    0.000    0.000    0.000    0.000 legend_handler.py:306(HandlerLineCollection)
        1    0.000    0.000    0.000    0.000 legend_handler.py:338(HandlerRegularPolyCollection)
        3    0.000    0.000    0.000    0.000 legend_handler.py:341(__init__)
        1    0.000    0.000    0.000    0.000 legend_handler.py:412(HandlerPathCollection)
        1    0.000    0.000    0.000    0.000 legend_handler.py:423(HandlerCircleCollection)
        1    0.000    0.000    0.000    0.000 legend_handler.py:43(HandlerBase)
        1    0.000    0.000    0.000    0.000 legend_handler.py:433(HandlerErrorbar)
        1    0.000    0.000    0.000    0.000 legend_handler.py:436(__init__)
        1    0.000    0.000    0.000    0.000 legend_handler.py:541(HandlerStem)
        1    0.000    0.000    0.000    0.000 legend_handler.py:545(__init__)
       11    0.000    0.000    0.000    0.000 legend_handler.py:59(__init__)
        1    0.000    0.000    0.000    0.000 legend_handler.py:637(HandlerTuple)
        1    0.000    0.000    0.000    0.000 legend_handler.py:652(__init__)
        1    0.000    0.000    0.000    0.000 legend_handler.py:689(HandlerPolyCollection)
        1    0.000    0.000    0.000    0.000 legendre.py:1(<module>)
        1    0.000    0.000    0.000    0.000 legendre.py:1624(Legendre)
        1    0.000    0.000    0.005    0.005 linalg.py:1(<module>)
       78    0.000    0.000    0.000    0.000 linalg.py:112(isComplexType)
       78    0.000    0.000    0.000    0.000 linalg.py:2358(_norm_dispatcher)
       78    0.000    0.000    0.001    0.000 linalg.py:2362(norm)
        1    0.000    0.000    0.000    0.000 linalg.py:43(LinAlgError)
        1    0.000    0.000    0.000    0.000 linalg.py:73(_determine_error_states)
       72    0.000    0.000    0.000    0.000 linecache.py:147(lazycache)
       72    0.000    0.000    0.001    0.000 linecache.py:26(getline)
       72    0.000    0.000    0.001    0.000 linecache.py:36(getlines)
       24    0.000    0.000    0.001    0.000 linecache.py:52(checkcache)
        1    0.000    0.000    0.001    0.001 linecache.py:80(updatecache)
        1    0.000    0.000    0.010    0.010 lines.py:1(<module>)
        1    0.000    0.000    0.000    0.000 lines.py:1399(_AxLine)
        1    0.000    0.000    0.000    0.000 lines.py:1440(VertexSelector)
        1    0.000    0.000    0.000    0.000 lines.py:200(Line2D)
       28    0.000    0.000    0.000    0.000 locale.py:624(getpreferredencoding)
        1    0.000    0.000    0.001    0.001 lzma.py:1(<module>)
        1    0.000    0.000    0.000    0.000 lzma.py:38(LZMAFile)
        1    0.000    0.000    0.000    0.000 machar.py:1(<module>)
        1    0.000    0.000    0.000    0.000 machar.py:16(MachAr)
        1    0.000    0.000    0.000    0.000 markers.py:1(<module>)
        1    0.000    0.000    0.000    0.000 markers.py:145(MarkerStyle)
        1    0.000    0.000    0.021    0.021 mathtext.py:1(<module>)
        1    0.000    0.000    0.000    0.000 mathtext.py:1070(StixSansFonts)
        1    0.000    0.000    0.000    0.000 mathtext.py:1078(StandardPsFonts)
        1    0.000    0.000    0.000    0.000 mathtext.py:1262(FontConstantsBase)
        1    0.000    0.000    0.000    0.000 mathtext.py:1298(ComputerModernFontConstants)
        1    0.000    0.000    0.000    0.000 mathtext.py:1309(STIXFontConstants)
        1    0.000    0.000    0.000    0.000 mathtext.py:1318(STIXSansFontConstants)
        1    0.000    0.000    0.000    0.000 mathtext.py:1325(DejaVuSerifFontConstants)
        1    0.000    0.000    0.000    0.000 mathtext.py:1329(DejaVuSansFontConstants)
        1    0.000    0.000    0.000    0.000 mathtext.py:137(MathtextBackendAgg)
        1    0.000    0.000    0.000    0.000 mathtext.py:1370(MathTextWarning)
        1    0.000    0.000    0.000    0.000 mathtext.py:1374(Node)
        1    0.000    0.000    0.000    0.000 mathtext.py:1404(Box)
        1    0.000    0.000    0.000    0.000 mathtext.py:1430(Vbox)
        1    0.000    0.000    0.000    0.000 mathtext.py:1437(Hbox)
        1    0.000    0.000    0.000    0.000 mathtext.py:1444(Char)
        1    0.000    0.000    0.000    0.000 mathtext.py:1527(Accent)
        1    0.000    0.000    0.000    0.000 mathtext.py:1557(List)
        1    0.000    0.000    0.000    0.000 mathtext.py:1618(Hlist)
        1    0.000    0.000    0.000    0.000 mathtext.py:1731(Vlist)
        1    0.000    0.000    0.000    0.000 mathtext.py:1810(Rule)
        1    0.000    0.000    0.000    0.000 mathtext.py:1829(Hrule)
        1    0.000    0.000    0.000    0.000 mathtext.py:1840(Vrule)
        1    0.000    0.000    0.000    0.000 mathtext.py:1863(Glue)
        1    0.000    0.000    0.000    0.000 mathtext.py:1899(GlueSpec)
        8    0.000    0.000    0.000    0.000 mathtext.py:1903(__init__)
        1    0.000    0.000    0.000    0.000 mathtext.py:1925(<dictcomp>)
        1    0.000    0.000    0.000    0.000 mathtext.py:1932(Fil)
        1    0.000    0.000    0.000    0.000 mathtext.py:1938(Fill)
        1    0.000    0.000    0.000    0.000 mathtext.py:1944(Filll)
        1    0.000    0.000    0.000    0.000 mathtext.py:1950(NegFil)
        1    0.000    0.000    0.000    0.000 mathtext.py:1956(NegFill)
        1    0.000    0.000    0.000    0.000 mathtext.py:1962(NegFilll)
        1    0.000    0.000    0.000    0.000 mathtext.py:1968(SsGlue)
        1    0.000    0.000    0.000    0.000 mathtext.py:1974(HCentered)
        1    0.000    0.000    0.000    0.000 mathtext.py:1984(VCentered)
        1    0.000    0.000    0.000    0.000 mathtext.py:1994(Kern)
        1    0.000    0.000    0.000    0.000 mathtext.py:2025(SubSuperCluster)
        1    0.000    0.000    0.000    0.000 mathtext.py:2040(AutoHeightChar)
        1    0.000    0.000    0.000    0.000 mathtext.py:2079(AutoWidthChar)
        1    0.000    0.000    0.000    0.000 mathtext.py:2107(Ship)
        1    0.000    0.000    0.000    0.000 mathtext.py:212(MathtextBackendBitmap)
        1    0.000    0.000    0.000    0.000 mathtext.py:219(MathtextBackendPs)
        1    0.000    0.000    0.005    0.005 mathtext.py:2275(Parser)
        1    0.000    0.000    0.000    0.000 mathtext.py:261(MathtextBackendPdf)
        1    0.000    0.000    0.000    0.000 mathtext.py:2624(State)
        1    0.000    0.000    0.005    0.005 mathtext.py:2837(<lambda>)
        1    0.000    0.000    0.005    0.005 mathtext.py:2837(<listcomp>)
    10776    0.002    0.000    0.004    0.000 mathtext.py:2839(<genexpr>)
        1    0.000    0.000    0.000    0.000 mathtext.py:291(MathtextBackendSvg)
        1    0.000    0.000    0.000    0.000 mathtext.py:321(MathtextBackendPath)
        1    0.000    0.000    0.000    0.000 mathtext.py:3294(MathTextParser)
        1    0.000    0.000    0.000    0.000 mathtext.py:3316(__init__)
        1    0.000    0.000    0.000    0.000 mathtext.py:349(MathtextBackendCairo)
        1    0.000    0.000    0.000    0.000 mathtext.py:378(Fonts)
        1    0.000    0.000    0.000    0.000 mathtext.py:535(TruetypeFonts)
        1    0.000    0.000    0.000    0.000 mathtext.py:642(BakomaFonts)
        1    0.000    0.000    0.000    0.000 mathtext.py:755(UnicodeFonts)
        1    0.000    0.000    0.000    0.000 mathtext.py:82(MathtextBackend)
        1    0.000    0.000    0.000    0.000 mathtext.py:888(DejaVuFonts)
        1    0.000    0.000    0.000    0.000 mathtext.py:932(DejaVuSerifFonts)
        1    0.000    0.000    0.000    0.000 mathtext.py:949(DejaVuSansFonts)
        1    0.000    0.000    0.000    0.000 mathtext.py:966(StixFonts)
        1    0.000    0.000    0.000    0.000 memmap.py:1(<module>)
        1    0.000    0.000    0.000    0.000 memmap.py:22(memmap)
        1    0.000    0.000    0.001    0.001 messagebox.py:25(<module>)
        1    0.000    0.000    0.000    0.000 messagebox.py:61(Message)
        1    0.000    0.000    0.000    0.000 mixins.py:1(<module>)
       20    0.000    0.000    0.000    0.000 mixins.py:16(_binary_method)
       14    0.000    0.000    0.000    0.000 mixins.py:26(_reflected_binary_method)
       13    0.000    0.000    0.000    0.000 mixins.py:36(_inplace_binary_method)
       13    0.000    0.000    0.000    0.000 mixins.py:44(_numeric_methods)
        4    0.000    0.000    0.000    0.000 mixins.py:51(_unary_method)
        1    0.000    0.000    0.000    0.000 mixins.py:59(NDArrayOperatorsMixin)
        1    0.000    0.000    0.000    0.000 mlab.py:1(<module>)
        1    0.000    0.000    0.000    0.000 mlab.py:962(GaussianKDE)
        1    0.000    0.000    0.016    0.016 multiarray.py:1(<module>)
        2    0.000    0.000    0.000    0.000 multiarray.py:1054(copyto)
      487    0.000    0.000    0.000    0.000 multiarray.py:143(concatenate)
     1136    0.000    0.000    0.000    0.000 multiarray.py:321(where)
       30    0.000    0.000    0.000    0.000 multiarray.py:644(result_type)
      156    0.000    0.000    0.000    0.000 multiarray.py:716(dot)
        1    0.000    0.000    0.001    0.001 nanfunctions.py:1(<module>)
        1    0.000    0.000    0.009    0.009 npyio.py:1(<module>)
        3    0.000    0.000    0.000    0.000 npyio.py:1020(<listcomp>)
        6    0.000    0.000    0.000    0.000 npyio.py:1022(<genexpr>)
        3    0.000    0.000    0.000    0.000 npyio.py:1114(<listcomp>)
        3    0.000    0.000    0.000    0.000 npyio.py:1138(<listcomp>)
        1    0.000    0.000    0.000    0.000 npyio.py:115(NpzFile)
        1    0.000    0.000    0.000    0.000 npyio.py:51(BagObj)
        3    0.000    0.000    0.000    0.000 npyio.py:727(_getconv)
     5478    0.002    0.000    0.003    0.000 npyio.py:730(floatconv)
        3    0.000    0.000    0.007    0.002 npyio.py:769(loadtxt)
        3    0.000    0.000    0.000    0.000 npyio.py:914(flatten_dtype_internal)
  204/102    0.000    0.000    0.000    0.000 npyio.py:944(pack_items)
      105    0.000    0.000    0.000    0.000 npyio.py:961(split_line)
        6    0.000    0.000    0.005    0.001 npyio.py:970(read_data)
      102    0.001    0.000    0.004    0.000 npyio.py:997(<listcomp>)
     1048    0.001    0.000    0.002    0.000 ntpath.py:124(splitdrive)
        3    0.000    0.000    0.000    0.000 ntpath.py:180(split)
        9    0.000    0.000    0.000    0.000 ntpath.py:203(splitext)
        2    0.000    0.000    0.000    0.000 ntpath.py:221(dirname)
       29    0.000    0.000    0.000    0.000 ntpath.py:289(expanduser)
      798    0.000    0.000    0.000    0.000 ntpath.py:34(_get_bothseps)
        3    0.000    0.000    0.000    0.000 ntpath.py:44(normcase)
       11    0.000    0.000    0.000    0.000 ntpath.py:450(normpath)
        5    0.000    0.000    0.000    0.000 ntpath.py:524(abspath)
      795    0.001    0.000    0.003    0.000 ntpath.py:61(isabs)
      112    0.000    0.000    0.001    0.000 ntpath.py:77(join)
        1    0.000    0.000    0.000    0.000 numbers.py:12(Number)
        1    0.000    0.000    0.000    0.000 numbers.py:147(Real)
        1    0.000    0.000    0.000    0.000 numbers.py:267(Rational)
        1    0.000    0.000    0.000    0.000 numbers.py:294(Integral)
        1    0.000    0.000    0.000    0.000 numbers.py:32(Complex)
        1    0.000    0.000    0.000    0.000 numbers.py:4(<module>)
        1    0.000    0.000    0.014    0.014 numeric.py:1(<module>)
        2    0.000    0.000    0.000    0.000 numeric.py:148(ones)
       30    0.000    0.000    0.000    0.000 numeric.py:1865(isscalar)
        1    0.000    0.000    0.000    0.000 numeric.py:2137(identity)
        6    0.000    0.000    0.000    0.000 numeric.py:2521(extend_all)
        1    0.000    0.000    0.000    0.000 numeric.py:59(ComplexWarning)
      162    0.000    0.000    0.000    0.000 numeric.py:853(_outer_dispatcher)
      162    0.002    0.000    0.002    0.000 numeric.py:857(outer)
        1    0.000    0.000    0.003    0.003 numerictypes.py:1(<module>)
       60    0.000    0.000    0.000    0.000 numerictypes.py:285(issubclass_)
       30    0.000    0.000    0.000    0.000 numerictypes.py:359(issubdtype)
        1    0.000    0.000    0.000    0.000 numerictypes.py:427(_typedict)
        1    0.000    0.000    0.000    0.000 numerictypes.py:443(_construct_lookups)
        1    0.000    0.000    0.000    0.000 numerictypes.py:590(_register_types)
        1    0.000    0.000    0.000    0.000 offsetbox.py:1(<module>)
        1    0.000    0.000    0.000    0.000 offsetbox.py:1007(AnchoredOffsetbox)
        1    0.000    0.000    0.000    0.000 offsetbox.py:1260(AnchoredText)
        1    0.000    0.000    0.000    0.000 offsetbox.py:1304(OffsetImage)
        1    0.000    0.000    0.000    0.000 offsetbox.py:1385(AnnotationBbox)
        1    0.000    0.000    0.000    0.000 offsetbox.py:1656(DraggableBase)
        1    0.000    0.000    0.000    0.000 offsetbox.py:1783(DraggableOffsetBox)
        1    0.000    0.000    0.000    0.000 offsetbox.py:179(OffsetBox)
        1    0.000    0.000    0.000    0.000 offsetbox.py:1809(DraggableAnnotation)
        1    0.000    0.000    0.000    0.000 offsetbox.py:368(PackerBase)
        1    0.000    0.000    0.000    0.000 offsetbox.py:417(VPacker)
        1    0.000    0.000    0.000    0.000 offsetbox.py:495(HPacker)
        1    0.000    0.000    0.000    0.000 offsetbox.py:577(PaddedBox)
        1    0.000    0.000    0.000    0.000 offsetbox.py:651(DrawingArea)
        1    0.000    0.000    0.000    0.000 offsetbox.py:770(TextArea)
        1    0.000    0.000    0.000    0.000 offsetbox.py:918(AuxTransformBox)
        2    0.000    0.000    0.000    0.000 os.py:1073(__subclasshook__)
        1    0.000    0.000    0.000    0.000 os.py:1084(__init__)
        1    0.000    0.000    0.000    0.000 os.py:1100(add_dll_directory)
       33    0.000    0.000    0.000    0.000 os.py:674(__getitem__)
        2    0.000    0.000    0.000    0.000 os.py:682(__setitem__)
        2    0.000    0.000    0.000    0.000 os.py:688(__delitem__)
       39    0.000    0.000    0.000    0.000 os.py:740(check_str)
       37    0.000    0.000    0.000    0.000 os.py:746(encodekey)
        1    0.000    0.000    0.014    0.014 overrides.py:1(<module>)
       79    0.000    0.000    0.000    0.000 overrides.py:115(set_module)
       79    0.000    0.000    0.000    0.000 overrides.py:126(decorator)
      320    0.000    0.000    0.000    0.000 overrides.py:145(array_function_dispatch)
      320    0.001    0.000    0.024    0.000 overrides.py:187(decorator)
       23    0.000    0.000    0.000    0.000 overrides.py:223(array_function_from_dispatcher)
       23    0.000    0.000    0.001    0.000 overrides.py:227(decorator)
       13    0.000    0.000    0.000    0.000 overrides.py:28(set_array_function_like_doc)
      290    0.001    0.000    0.004    0.000 overrides.py:93(verify_matching_signatures)
        1    0.000    0.000    0.001    0.001 parse.py:1(<module>)
       24    0.000    0.000    0.000    0.000 parse.py:100(_noop)
       24    0.000    0.000    0.000    0.000 parse.py:111(_coerce_args)
        1    0.000    0.000    0.000    0.000 parse.py:128(_ResultMixinStr)
        1    0.000    0.000    0.000    0.000 parse.py:136(_ResultMixinBytes)
        1    0.000    0.000    0.000    0.000 parse.py:144(_NetlocResultMixinBase)
        1    0.000    0.000    0.000    0.000 parse.py:183(_NetlocResultMixinStr)
        1    0.000    0.000    0.000    0.000 parse.py:213(_NetlocResultMixinBytes)
        1    0.000    0.000    0.000    0.000 parse.py:318(DefragResult)
        1    0.000    0.000    0.000    0.000 parse.py:326(SplitResult)
        1    0.000    0.000    0.000    0.000 parse.py:331(ParseResult)
        1    0.000    0.000    0.000    0.000 parse.py:337(DefragResultBytes)
        1    0.000    0.000    0.000    0.000 parse.py:345(SplitResultBytes)
        1    0.000    0.000    0.000    0.000 parse.py:350(ParseResultBytes)
        1    0.000    0.000    0.000    0.000 parse.py:356(_fix_result_transcoding)
       12    0.000    0.000    0.000    0.000 parse.py:369(urlparse)
        3    0.000    0.000    0.000    0.000 parse.py:416(_checknetloc)
       12    0.000    0.000    0.000    0.000 parse.py:434(urlsplit)
        1    0.000    0.000    0.000    0.000 parse.py:788(Quoter)
        1    0.000    0.000    0.008    0.008 patches.py:1(<module>)
        1    0.000    0.000    0.000    0.000 patches.py:1001(Polygon)
        1    0.000    0.000    0.000    0.000 patches.py:1095(Wedge)
        1    0.000    0.000    0.000    0.000 patches.py:1185(Arrow)
        1    0.000    0.000    0.000    0.000 patches.py:1242(FancyArrow)
        1    0.000    0.000    0.000    0.000 patches.py:1347(CirclePolygon)
        1    0.000    0.000    0.000    0.000 patches.py:1375(Ellipse)
        1    0.000    0.000    0.000    0.000 patches.py:1510(Circle)
        1    0.000    0.000    0.000    0.000 patches.py:1551(Arc)
        1    0.000    0.000    0.000    0.000 patches.py:1824(_simpleprint_styles)
        1    0.000    0.000    0.000    0.000 patches.py:1833(_Style)
        3    0.000    0.000    0.002    0.001 patches.py:1867(pprint_styles)
        3    0.000    0.000    0.002    0.001 patches.py:1871(<listcomp>)
      102    0.000    0.000    0.000    0.000 patches.py:1878(<genexpr>)
        3    0.000    0.000    0.000    0.000 patches.py:1878(<listcomp>)
       12    0.000    0.000    0.000    0.000 patches.py:1879(<genexpr>)
       12    0.000    0.000    0.000    0.000 patches.py:1883(<genexpr>)
      112    0.000    0.000    0.000    0.000 patches.py:1885(<genexpr>)
        3    0.000    0.000    0.000    0.000 patches.py:1885(<listcomp>)
        1    0.000    0.000    0.000    0.000 patches.py:19(Patch)
       56    0.000    0.000    0.000    0.000 patches.py:1901(_register_style)
        1    0.000    0.000    0.001    0.001 patches.py:1909(BoxStyle)
        1    0.000    0.000    0.000    0.000 patches.py:1945(_Base)
        1    0.000    0.000    0.000    0.000 patches.py:2001(Square)
        1    0.000    0.000    0.000    0.000 patches.py:2025(Circle)
        1    0.000    0.000    0.000    0.000 patches.py:2047(LArrow)
        1    0.000    0.000    0.000    0.000 patches.py:2080(RArrow)
        1    0.000    0.000    0.000    0.000 patches.py:2099(DArrow)
        1    0.000    0.000    0.000    0.000 patches.py:2139(Round)
        1    0.000    0.000    0.000    0.000 patches.py:2200(Round4)
        1    0.000    0.000    0.000    0.000 patches.py:2252(Sawtooth)
        1    0.000    0.000    0.000    0.000 patches.py:2349(Roundtooth)
        1    0.000    0.000    0.000    0.000 patches.py:2376(ConnectionStyle)
        1    0.000    0.000    0.000    0.000 patches.py:2415(_Base)
        1    0.000    0.000    0.000    0.000 patches.py:2428(SimpleEvent)
        1    0.000    0.000    0.000    0.000 patches.py:2496(Arc3)
        1    0.000    0.000    0.000    0.000 patches.py:2532(Angle3)
        1    0.000    0.000    0.000    0.000 patches.py:2570(Angle)
        1    0.000    0.000    0.000    0.000 patches.py:2632(Arc)
        1    0.000    0.000    0.000    0.000 patches.py:2726(Bar)
        1    0.000    0.000    0.000    0.000 patches.py:2812(ArrowStyle)
        1    0.000    0.000    0.000    0.000 patches.py:2850(_Base)
        1    0.000    0.000    0.000    0.000 patches.py:2923(_Curve)
        1    0.000    0.000    0.000    0.000 patches.py:3053(Curve)
        1    0.000    0.000    0.000    0.000 patches.py:3060(CurveA)
        1    0.000    0.000    0.000    0.000 patches.py:3077(CurveB)
        1    0.000    0.000    0.000    0.000 patches.py:3094(CurveAB)
        1    0.000    0.000    0.000    0.000 patches.py:3111(CurveFilledA)
        1    0.000    0.000    0.000    0.000 patches.py:3129(CurveFilledB)
        1    0.000    0.000    0.000    0.000 patches.py:3147(CurveFilledAB)
        1    0.000    0.000    0.000    0.000 patches.py:3165(_Bracket)
        1    0.000    0.000    0.000    0.000 patches.py:3242(BracketAB)
        1    0.000    0.000    0.000    0.000 patches.py:3274(BracketA)
        1    0.000    0.000    0.000    0.000 patches.py:3294(BracketB)
        1    0.000    0.000    0.000    0.000 patches.py:3314(BarAB)
        1    0.000    0.000    0.000    0.000 patches.py:3340(Simple)
        1    0.000    0.000    0.000    0.000 patches.py:3420(Fancy)
        1    0.000    0.000    0.000    0.000 patches.py:3508(Wedge)
        1    0.000    0.000    0.000    0.000 patches.py:3564(FancyBboxPatch)
        1    0.000    0.000    0.000    0.000 patches.py:3828(FancyArrowPatch)
        1    0.000    0.000    0.000    0.000 patches.py:4184(ConnectionPatch)
        1    0.000    0.000    0.000    0.000 patches.py:617(Shadow)
        1    0.000    0.000    0.000    0.000 patches.py:698(Rectangle)
        1    0.000    0.000    0.000    0.000 patches.py:883(RegularPolygon)
